WAS	CR-4	chr1	80688179	+	1446	ELTD1	79355448	79472495	upstream
WAS	CR-4	chr1	165147507	+	78	LMX1A	165171103	165325478	downstream
WAS	CR-4	chr1	30583050	+	72	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30596454	+	37	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30596455	+	65	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30596456	+	3814	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597766	+	43	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597849	+	226	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597856	+	30	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597864	+	976	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597868	+	65	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597870	+	949	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597871	+	30509	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597872	+	91	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597873	+	323	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597876	+	505	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597881	+	1299	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	30597896	+	1304	MATN1-AS1	31191618	31199593	upstream
WAS	CR-4	chr1	230590252	+	922	PGBD5	230457391	230561674	upstream
WAS	CR-4	chr10	88533552	+	4208	BMPR1A	88516395	88684945	inside
WAS	CR-4	chr10	53312906	-	32	CSTF2T	53455245	53459355	downstream
WAS	CR-4	chr10	57493278	+	2790	MTRNR2L5	57358749	57360487	downstream
WAS	CR-4	chr10	124122608	+	1789	PLEKHA1	124134093	124191871	upstream
WAS	CR-4	chr11	84420873	+	259	DLG2	83166055	84634465	inside
WAS	CR-4	chr11	92823325	-	507	SLC36A4	92880849	92931095	downstream
WAS	CR-4	chr11	119302395	+	1475	THY1	119288654	119294246	upstream
WAS	CR-4	chr12	92364116	+	2765	C12orf79	92378751	92535489	downstream
WAS	CR-4	chr12	94153036	+	521	CRADD	94071150	94244531	inside
WAS	CR-4	chr12	16056415	+	80	DERA	16064185	16190315	upstream
WAS	CR-4	chr12	54279159	+	1177	HOXC13	54332575	54340328	upstream
WAS	CR-4	chr12	54279164	+	24	HOXC13	54332575	54340328	upstream
WAS	CR-4	chr12	54279169	-	1063	HOXC13	54332575	54340328	upstream
WAS	CR-4	chr12	54279170	-	1509	HOXC13	54332575	54340328	upstream
WAS	CR-4	chr13	79291597	-	70	RNF219	79188420	79233314	upstream
WAS	CR-4	chr14	50053596	+	2772	RPS29	50050289	50053134	upstream
WAS	CR-4	chr15	79784031	-	1010	KIAA1024	79724857	79764642	downstream
WAS	CR-4	chr15	62092778	+	1722	VPS13C	62156504	62352664	downstream
WAS	CR-4	chr16	85184428	+	737	LOC400548	85170755	85183049	downstream
WAS	CR-4	chr17	47271817	+	243	GNGT2	47283595	47286743	downstream
WAS	CR-4	chr17	46624180	-	2475	HOXB2	46620018	46622393	upstream
WAS	CR-4	chr17	10566774	-	100	MYH3	10531842	10560626	upstream
WAS	CR-4	chr18	34845661	+	553	CELF4	34823007	35146000	inside
WAS	CR-4	chr18	28303822	-	292	DSC3	28570051	28622781	downstream
WAS	CR-4	chr18	21810214	+	29	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	21810216	+	864	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	21810221	+	87	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	21810222	+	1087	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	21810225	+	180	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	21810231	+	366	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	21810232	+	2149	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	21810232	-	2979	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	21810234	-	7550	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	21810238	-	4181	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	21810239	-	29	OSBPL1A	21742010	21852196	inside
WAS	CR-4	chr18	33708712	-	29	SLC39A6	33690962	33709357	inside
WAS	CR-4	chr19	6611511	+	713	CD70	6585849	6591163	upstream
WAS	CR-4	chr19	6611517	+	4597	CD70	6585849	6591163	upstream
WAS	CR-4	chr19	6611518	+	42	CD70	6585849	6591163	upstream
WAS	CR-4	chr19	6611518	-	4314	CD70	6585849	6591163	upstream
WAS	CR-4	chr19	6611524	-	218	CD70	6585849	6591163	upstream
WAS	CR-4	chr19	6611534	-	78	CD70	6585849	6591163	upstream
WAS	CR-4	chr19	6611536	-	6885	CD70	6585849	6591163	upstream
WAS	CR-4	chr19	6611537	-	24	CD70	6585849	6591163	upstream
WAS	CR-4	chr19	6611578	+	178	CD70	6585849	6591163	upstream
WAS	CR-4	chr2	47809198	+	4810	KCNK12	47747914	47797470	upstream
WAS	CR-4	chr2	155064624	+	48	LOC100144595	155292364	155313950	downstream
WAS	CR-4	chr2	86055132	-	1300	LOC284950	86042252	86053911	downstream
WAS	CR-4	chr2	141437940	-	853	LRP1B	140988995	142889270	inside
WAS	CR-4	chr2	114495925	+	1552	MIR4782	114478866	114478945	upstream
WAS	CR-4	chr2	15936439	+	5779	MYCN	16080682	16087129	upstream
WAS	CR-4	chr2	15936441	+	4809	MYCN	16080682	16087129	upstream
WAS	CR-4	chr2	15936442	+	677	MYCN	16080682	16087129	upstream
WAS	CR-4	chr2	15936444	-	4548	MYCN	16080682	16087129	upstream
WAS	CR-4	chr2	15936444	+	6809	MYCN	16080682	16087129	upstream
WAS	CR-4	chr2	15936445	-	25	MYCN	16080682	16087129	upstream
WAS	CR-4	chr2	15936452	-	3615	MYCN	16080682	16087129	upstream
WAS	CR-4	chr2	15936454	-	866	MYCN	16080682	16087129	upstream
WAS	CR-4	chr2	15936455	-	281	MYCN	16080682	16087129	upstream
WAS	CR-4	chr2	199886034	+	2152	SATB2	200134222	200322819	downstream
WAS	CR-4	chr2	214345189	-	767	SPAG16	214149102	214182709	downstream
WAS	CR-4	chr2	242449744	+	182	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242449888	-	50	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242450213	-	2148	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451388	+	1039	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451392	+	2611	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451395	+	4095	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451396	+	28	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451397	-	4477	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451397	+	10771	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451398	+	646	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451401	-	180	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451403	-	27	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451407	-	2489	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451411	-	60	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451412	-	359	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451415	-	51	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451422	-	614	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451423	-	29	STK25	242434121	242448987	upstream
